1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.5,0.5,-0.241653,0.5,0.5,0.146655,-0.5,-0.5,-0.241653,0.5,-0.5,0.146655,
2,1,0,0,0,0,1,0,0,0,0,1,0,0.000762652,0,0,1,-0.499237,0.5,-0.241653,0.500763,0.5,0.146655,-0.499237,-0.5,-0.241653,0.500763,-0.5,0.146655,
3,1,0,0,0,0,1,0,0,0,0,1,0,0.0030403,0,0,1,-0.49696,0.5,-0.241653,0.50304,0.5,0.146655,-0.49696,-0.5,-0.241653,0.50304,-0.5,0.146655,
4,1,0,0,0,0,1,0,0,0,0,1,0,0.00681749,0,0,1,-0.493183,0.5,-0.241653,0.506817,0.5,0.146655,-0.493183,-0.5,-0.241653,0.506817,-0.5,0.146655,
5,1,0,0,0,0,1,0,0,0,0,1,0,0.0120788,0,0,1,-0.487921,0.5,-0.241653,0.512079,0.5,0.146655,-0.487921,-0.5,-0.241653,0.512079,-0.5,0.146655,
6,1,0,0,0,0,1,0,0,0,0,1,0,0.0188086,0,0,1,-0.481191,0.5,-0.241653,0.518809,0.5,0.146655,-0.481191,-0.5,-0.241653,0.518809,-0.5,0.146655,
7,1,0,0,0,0,1,0,0,0,0,1,0,0.0269917,0,0,1,-0.473008,0.5,-0.241653,0.526992,0.5,0.146655,-0.473008,-0.5,-0.241653,0.526992,-0.5,0.146655,
8,1,0,0,0,0,1,0,0,0,0,1,0,0.0366124,0,0,1,-0.463388,0.5,-0.241653,0.536612,0.5,0.146655,-0.463388,-0.5,-0.241653,0.536612,-0.5,0.146655,
9,1,0,0,0,0,1,0,0,0,0,1,0,0.0476554,0,0,1,-0.452345,0.5,-0.241653,0.547655,0.5,0.146655,-0.452345,-0.5,-0.241653,0.547655,-0.5,0.146655,
10,1,0,0,0,0,1,0,0,0,0,1,0,0.0601052,0,0,1,-0.439895,0.5,-0.241653,0.560105,0.5,0.146655,-0.439895,-0.5,-0.241653,0.560105,-0.5,0.146655,
11,1,0,0,0,0,1,0,0,0,0,1,0,0.0739463,0,0,1,-0.426054,0.5,-0.241653,0.573946,0.5,0.146655,-0.426054,-0.5,-0.241653,0.573946,-0.5,0.146655,
12,1,0,0,0,0,1,0,0,0,0,1,0,0.0891632,0,0,1,-0.410837,0.5,-0.241653,0.589163,0.5,0.146655,-0.410837,-0.5,-0.241653,0.589163,-0.5,0.146655,
